dataset,prec,recall,f1,pos-ex,neg-ex,theta,gt_level,time

political_table,0.006586,1.000000,0.013085,1,147,0.000000,cell,2.075711
political_table,0.006586,1.000000,0.013085,1,147,0.000000,cell,1.999126
political_table,0.006586,1.000000,0.013085,1,147,0.000000,cell,1.802606
political_table,0.905882,1.000000,0.950617,1,147,0.100000,cell,1.807873
political_table,0.905882,1.000000,0.950617,1,147,0.100000,cell,1.978857
political_table,0.452941,1.000000,0.623482,1,147,0.100000,cell,1.991231
political_table,0.000000,0.000000,0.000000,1,147,0.200000,cell,2.021004
political_table,1.000000,1.000000,1.000000,1,147,0.200000,cell,1.999036
political_table,1.000000,1.000000,1.000000,1,147,0.200000,cell,1.965001
political_table,0.905882,1.000000,0.950617,1,147,0.300000,cell,1.959957
political_table,0.000000,0.000000,0.000000,1,147,0.300000,cell,1.843528
political_table,0.000000,0.000000,0.000000,1,147,0.300000,cell,1.982271
political_table,0.000000,0.000000,0.000000,1,147,0.400000,cell,2.020423
political_table,0.000000,0.000000,0.000000,1,147,0.400000,cell,1.984609
political_table,1.000000,1.000000,1.000000,1,147,0.400000,cell,1.914825
political_table,1.000000,1.000000,1.000000,1,147,0.500000,cell,2.037398
political_table,0.905882,1.000000,0.950617,1,147,0.500000,cell,2.004847
political_table,1.000000,1.000000,1.000000,1,147,0.500000,cell,1.990024
political_table,0.006586,1.000000,0.013085,3,441,0.000000,cell,2.082843
political_table,0.006586,1.000000,0.013085,3,441,0.000000,cell,2.011854
political_table,0.006586,1.000000,0.013085,3,441,0.000000,cell,2.068286
political_table,0.905882,1.000000,0.950617,3,441,0.100000,cell,2.124087
political_table,0.905882,1.000000,0.950617,3,441,0.100000,cell,2.042881
political_table,0.905882,1.000000,0.950617,3,441,0.100000,cell,2.038708
political_table,0.905882,1.000000,0.950617,3,441,0.200000,cell,2.022498
political_table,1.000000,1.000000,1.000000,3,441,0.200000,cell,2.061057
political_table,1.000000,1.000000,1.000000,3,441,0.200000,cell,2.086376
political_table,1.000000,1.000000,1.000000,3,441,0.300000,cell,2.042051
political_table,1.000000,1.000000,1.000000,3,441,0.300000,cell,2.020814
political_table,0.000000,0.000000,0.000000,3,441,0.300000,cell,2.123417
political_table,1.000000,1.000000,1.000000,3,441,0.400000,cell,2.025824
political_table,1.000000,1.000000,1.000000,3,441,0.400000,cell,2.176150
political_table,1.000000,1.000000,1.000000,3,441,0.400000,cell,2.063691
political_table,1.000000,1.000000,1.000000,3,441,0.500000,cell,2.023068
political_table,1.000000,1.000000,1.000000,3,441,0.500000,cell,2.115451
political_table,0.000000,0.000000,0.000000,3,441,0.500000,cell,2.236622
political_table,0.006586,1.000000,0.013085,5,735,0.000000,cell,2.107434
political_table,0.006586,1.000000,0.013085,5,735,0.000000,cell,1.931580
political_table,0.006586,1.000000,0.013085,5,735,0.000000,cell,1.900218
political_table,0.905882,1.000000,0.950617,5,735,0.100000,cell,1.920692
political_table,0.905882,1.000000,0.950617,5,735,0.100000,cell,1.933774
political_table,1.000000,1.000000,1.000000,5,735,0.100000,cell,1.923680
political_table,1.000000,1.000000,1.000000,5,735,0.200000,cell,2.040285
political_table,1.000000,1.000000,1.000000,5,735,0.200000,cell,2.023100
political_table,1.000000,1.000000,1.000000,5,735,0.200000,cell,2.072829
political_table,1.000000,1.000000,1.000000,5,735,0.300000,cell,1.905505
political_table,1.000000,1.000000,1.000000,5,735,0.300000,cell,2.184857
political_table,1.000000,1.000000,1.000000,5,735,0.300000,cell,2.215550
political_table,1.000000,1.000000,1.000000,5,735,0.400000,cell,2.100255
political_table,1.000000,1.000000,1.000000,5,735,0.400000,cell,1.983221
political_table,1.000000,1.000000,1.000000,5,735,0.400000,cell,1.888242
political_table,1.000000,1.000000,1.000000,5,735,0.500000,cell,2.115189
political_table,0.000000,0.000000,0.000000,5,735,0.500000,cell,1.886867
political_table,1.000000,1.000000,1.000000,5,735,0.500000,cell,1.925980
political_table,0.006586,1.000000,0.013085,7,1029,0.000000,cell,2.007155
political_table,0.006586,1.000000,0.013085,7,1029,0.000000,cell,1.998631
political_table,0.006586,1.000000,0.013085,7,1029,0.000000,cell,1.989092
political_table,0.905882,1.000000,0.950617,7,1029,0.100000,cell,1.939916
political_table,0.905882,1.000000,0.950617,7,1029,0.100000,cell,2.174512
political_table,0.905882,1.000000,0.950617,7,1029,0.100000,cell,1.957075
political_table,0.000000,0.000000,0.000000,7,1029,0.200000,cell,2.282784
